file,speaker,turn_id,turn_start,turn_end,turn_duration_s,n_ips,n_vowels,speech_time_s,pause_time_s,n_pauses,mean_pause_s,speech_rate_vps,speaking_proportion,conf_median_ips
VAL_H2B_2022_009,SPEAKER_01,35,1143.706,1161.211,17.505,6,104,14.137,3.368,5,0.6736,5.941,0.808,0.5691
VAL_H2B_2022_009,SPEAKER_00,36,1162.592,1167.092,4.5,2,13,3.94,0.56,1,0.56,2.889,0.876,
VAL_H2B_2022_009,SPEAKER_01,37,1169.379,1244.401,75.022,21,426,60.056,14.966,20,0.7483,5.678,0.801,0.7078
VAL_H2B_2022_009,SPEAKER_00,38,1245.674,1251.156,5.482,3,29,4.602,0.88,2,0.44,5.29,0.839,
VAL_H2B_2022_009,SPEAKER_01,39,1251.887,1354.428,102.541,38,452,73.318,29.223,37,0.7898,4.408,0.715,0.7043
VAL_H2B_2023_00255,SPEAKER_01,1,464.2838,518.5138,54.23,24,231,34.221,20.009,23,0.87,4.26,0.631,0.7067
VAL_H2B_2023_00255,SPEAKER_00,2,519.4238,522.7268,3.303,1,18,3.303,0.0,0,0.0,5.45,1.0,
VAL_H2B_2023_00255,SPEAKER_01,3,525.0098,548.5398,23.53,11,108,16.4241,7.1059,10,0.7106,4.59,0.698,0.7632
VAL_H2B_2023_00255,SPEAKER_00,4,548.6918,549.3328,0.641,1,1,0.641,0.0,0,0.0,1.56,1.0,
VAL_H2B_2023_00255,SPEAKER_01,5,550.6398,564.3998,13.76,7,74,9.54,4.22,6,0.7033,5.378,0.693,0.6767
VAL_H2B_2023_00255,SPEAKER_00,6,564.8878,566.5178,1.63,1,15,1.63,0.0,0,0.0,9.202,1.0,
VAL_H2B_2023_00255,SPEAKER_01,7,567.0488,604.2498,37.201,15,165,24.661,12.54,14,0.8957,4.435,0.663,0.7171
VAL_H2B_2023_00255,SPEAKER_00,8,604.9808,617.2328,12.252,3,58,10.141,2.111,2,1.0555,4.734,0.828,
VAL_H2B_2023_00255,SPEAKER_01,9,618.6838,635.7188,17.035,8,40,8.78,8.255,7,1.1793,2.348,0.515,0.8135
VAL_H2B_2023_00255,SPEAKER_00,10,638.0388,640.1198,2.081,2,15,1.81,0.271,1,0.271,7.208,0.87,
VAL_H2B_2023_00255,SPEAKER_01,11,641.0608,669.7228,28.662,15,128,19.076,9.586,14,0.6847,4.466,0.666,0.7956
VAL_H2B_2023_00255,SPEAKER_00,12,672.7828,675.2648,2.482,1,14,2.482,0.0,0,0.0,5.641,1.0,
VAL_H2B_2023_00255,SPEAKER_01,13,676.4258,677.0358,0.61,1,6,0.61,0.0,0,0.0,9.836,1.0,0.7990
VAL_H2B_2023_00255,SPEAKER_00,14,678.6148,680.7558,2.141,1,7,2.141,0.0,0,0.0,3.27,1.0,
VAL_H2B_2023_00255,SPEAKER_01,15,682.0358,717.4688,35.433,15,152,24.994,10.439,14,0.7456,4.29,0.705,0.7144
VAL_H2B_2023_00255,SPEAKER_00,16,719.4988,731.2228,11.724,8,33,7.61,4.114,7,0.5877,2.815,0.649,
VAL_H2B_2023_00255,SPEAKER_01,17,735.7258,736.5378,0.812,1,6,0.812,0.0,0,0.0,7.389,1.0,0.6103
VAL_H2B_2023_00255,SPEAKER_00,18,737.6898,748.6998,11.01,5,46,8.51,2.5,4,0.625,4.178,0.773,
VAL_H2B_2023_00255,SPEAKER_01,19,750.1778,780.9988,30.821,12,153,23.848,6.973,11,0.6339,4.964,0.774,0.7799
VAL_H2B_2023_00255,SPEAKER_00,20,783.0488,785.0188,1.97,2,11,1.69,0.28,1,0.28,5.584,0.858,
VAL_H2B_2023_00255,SPEAKER_01,21,786.1008,822.5778,36.477,15,181,26.581,9.896,14,0.7069,4.962,0.729,0.7741
VAL_H2B_2023_00255,SPEAKER_00,22,823.0098,825.9198,2.91,1,21,2.91,0.0,0,0.0,7.216,1.0,
VAL_H2B_2023_00255,SPEAKER_01,23,827.4128,859.3078,31.895,12,115,21.194,10.701,11,0.9728,3.606,0.664,0.7785
VAL_H2B_2023_00255,SPEAKER_00,24,861.3148,862.3448,1.03,1,7,1.03,0.0,0,0.0,6.796,1.0,
VAL_H2B_2023_00255,SPEAKER_01,25,862.8958,885.4698,22.574,10,47,10.833,11.741,9,1.3046,2.082,0.48,0.8557
VAL_H2B_2023_00255,SPEAKER_00,26,887.1628,888.5828,1.42,1,10,1.42,0.0,0,0.0,7.042,1.0,
VAL_H2B_2023_00255,SPEAKER_01,27,889.2838,926.6408,37.357,16,130,23.408,13.949,15,0.9299,3.48,0.627,0.7341
VAL_H2B_2023_00391,SPEAKER_00,1,498.1395,521.2355,23.096,10,133,19.174,3.922,9,0.4358,5.759,0.83,0.7944
VAL_H2B_2023_00391,SPEAKER_01,2,522.3515,535.1415,12.79,4,68,11.89,0.9,3,0.3,5.317,0.93,
VAL_H2B_2023_00391,SPEAKER_00,3,536.0425,571.9005,35.858,12,180,29.872,5.986,11,0.5442,5.02,0.833,0.7902
VAL_H2B_2023_00391,SPEAKER_01,4,573.3015,585.1055,11.804,5,59,10.234,1.57,4,0.3925,4.998,0.867,
VAL_H2B_2023_00391,SPEAKER_00,5,585.9265,626.3854,40.4589,17,193,30.0549,10.404,16,0.6502,4.77,0.743,0.7830
VAL_H2B_2023_00391,SPEAKER_01,6,627.8235,651.8385,24.015,10,126,19.945,4.07,9,0.4522,5.247,0.831,
VAL_H2B_2023_00391,SPEAKER_00,7,652.6035,721.0405,68.437,27,325,54.645,13.792,26,0.5305,4.749,0.798,0.7750
VAL_H2B_2023_00391,SPEAKER_01,8,723.2455,740.8585,17.613,6,78,14.973,2.64,5,0.528,4.429,0.85,
VAL_H2B_2023_00391,SPEAKER_00,9,741.6005,812.8035,71.203,26,340,53.128,18.075,25,0.723,4.775,0.746,0.8163
VAL_H2B_2023_00391,SPEAKER_01,10,816.0985,820.2885,4.19,2,10,3.52,0.67,1,0.67,2.387,0.84,
VAL_H2B_2023_00391,SPEAKER_00,11,821.5725,856.2045,34.632,11,181,28.748,5.884,10,0.5884,5.226,0.83,0.7530
VAL_H2B_2023_00391,SPEAKER_01,12,857.5395,866.7105,9.171,4,43,7.81,1.361,3,0.4537,4.689,0.852,
VAL_H2B_2023_00391,SPEAKER_00,13,867.3645,908.4505,41.086,17,206,30.875,10.211,16,0.6382,5.014,0.751,0.7954
VAL_H2B_2023_00391,SPEAKER_01,14,910.1455,917.7755,7.63,3,35,6.26,1.37,2,0.685,4.587,0.82,
VAL_H2B_2023_00391,SPEAKER_00,15,918.3295,968.7655,50.436,21,230,38.697,11.739,20,0.587,4.56,0.767,0.8327
VAL_H2B_2023_00391,SPEAKER_01,16,968.8165,974.4465,5.63,2,22,5.0,0.63,1,0.63,3.908,0.888,
VAL_H2B_2023_00391,SPEAKER_00,17,975.6385,995.3605,19.722,12,79,13.653,6.069,11,0.5517,4.006,0.692,0.8376
VAL_H2B_2025_00623,SPEAKER_01,1,472.9941,700.1371,227.143,86,1069,154.725,72.418,85,0.852,4.706,0.681,0.6628
VAL_H2B_2025_00623,SPEAKER_00,2,700.8671,702.1971,1.33,2,5,0.95,0.38,1,0.38,3.759,0.714,
VAL_H2B_2025_00623,SPEAKER_01,3,703.1331,712.4981,9.365,3,39,6.733,2.632,2,1.316,4.164,0.719,0.5678
VAL_H2B_2025_00623,SPEAKER_00,4,714.0791,722.0431,7.964,3,19,6.784,1.18,2,0.59,2.386,0.852,
VAL_H2B_2025_00623,SPEAKER_01,5,722.9631,943.8081,220.845,80,937,142.222,78.623,79,0.9952,4.243,0.644,0.6850
VAL_H2B_2025_00683,SPEAKER_00,1,531.4819,557.5609,26.079,12,123,17.699,8.38,11,0.7618,4.716,0.679,0.7535
VAL_H2B_2025_00683,SPEAKER_01,2,558.5739,560.8339,2.26,1,15,2.26,0.0,0,0.0,6.637,1.0,
VAL_H2B_2025_00683,SPEAKER_00,3,561.2749,587.7059,26.431,8,141,19.973,6.458,7,0.9226,5.335,0.756,0.7631
VAL_H2B_2025_00683,SPEAKER_01,4,589.7079,591.1299,1.422,1,10,1.422,0.0,0,0.0,7.032,1.0,
VAL_H2B_2025_00683,SPEAKER_00,5,591.3599,601.7589,10.399,5,57,7.739,2.66,4,0.665,5.481,0.744,0.7472
VAL_H2B_2025_00683,SPEAKER_01,6,603.7129,605.8429,2.13,1,20,2.13,0.0,0,0.0,9.39,1.0,
VAL_H2B_2025_00683,SPEAKER_00,7,606.5739,621.2649,14.691,4,81,10.841,3.85,3,1.2833,5.514,0.738,0.7657
VAL_H2B_2025_00683,SPEAKER_01,8,623.1399,632.7559,9.616,3,47,8.124,1.492,2,0.746,4.888,0.845,
VAL_H2B_2025_00683,SPEAKER_00,9,633.0169,654.3239,21.307,6,96,16.81,4.497,5,0.8994,4.506,0.789,0.7110
VAL_H2B_2025_00683,SPEAKER_01,10,655.7879,660.392,4.6041,2,30,4.3431,0.261,1,0.261,6.516,0.943,
VAL_H2B_2025_00683,SPEAKER_00,11,660.7719,668.5189,7.747,3,53,6.626,1.121,2,0.5605,6.841,0.855,0.6506
VAL_H2B_2025_00683,SPEAKER_01,12,670.2409,685.4039,15.163,6,61,8.665,6.498,5,1.2996,4.023,0.571,
VAL_H2B_2025_00683,SPEAKER_00,13,685.4239,693.2109,7.787,2,60,7.397,0.39,1,0.39,7.705,0.95,0.7440
VAL_H2B_2025_00683,SPEAKER_01,14,694.1919,714.5049,20.313,6,75,12.712,7.601,5,1.5202,3.692,0.626,
VAL_H2B_2025_00683,SPEAKER_00,15,714.5669,736.5559,21.989,9,116,16.822,5.167,8,0.6459,5.275,0.765,0.7341
VAL_H2B_2025_00683,SPEAKER_01,16,736.6029,737.2229,0.62,1,7,0.62,0.0,0,0.0,11.29,1.0,
VAL_H2B_2025_00683,SPEAKER_00,17,738.5939,763.8819,25.288,12,120,18.854,6.434,11,0.5849,4.745,0.746,0.7692
VAL_H2B_2025_00683,SPEAKER_01,18,764.8019,770.0899,5.288,2,23,3.55,1.738,1,1.738,4.349,0.671,
VAL_H2B_2025_00683,SPEAKER_00,19,770.5119,808.0289,37.517,14,161,25.148,12.369,13,0.9515,4.291,0.67,0.7578
VAL_H2B_2025_00683,SPEAKER_01,20,810.3719,814.5459,4.174,2,19,3.434,0.74,1,0.74,4.552,0.823,
VAL_H2B_2025_00683,SPEAKER_00,21,816.0849,882.2139,66.129,22,333,47.02,19.109,21,0.91,5.036,0.711,0.7493
VAL_H2B_2025_00683,SPEAKER_01,22,883.9949,887.9149,3.92,1,34,3.92,0.0,0,0.0,8.673,1.0,
VAL_H2B_2025_00683,SPEAKER_00,23,889.6559,914.4929,24.837,8,122,17.672,7.165,7,1.0236,4.912,0.712,0.7735
VAL_H2B_2025_00683,SPEAKER_01,24,915.3909,923.8449,8.454,2,36,7.674,0.78,1,0.78,4.258,0.908,
VAL_H2B_2025_00683,SPEAKER_00,25,923.8989,933.7669,9.868,3,48,8.298,1.57,2,0.785,4.864,0.841,0.7592
VAL_H2B_2025_00683,SPEAKER_01,26,937.0949,942.1449,5.05,1,34,5.05,0.0,0,0.0,6.733,1.0,
VAL_H2B_2025_00683,SPEAKER_00,27,943.1399,963.7059,20.566,7,101,16.879,3.687,6,0.6145,4.911,0.821,0.7424
VAL_H2B_2025_00683,SPEAKER_01,28,965.2349,969.9959,4.761,1,37,4.761,0.0,0,0.0,7.771,1.0,
VAL_H2B_2025_00683,SPEAKER_00,29,971.1189,978.4239,7.305,4,37,4.955,2.35,3,0.7833,5.065,0.678,0.8093
VAL_H2B_2025_00683,SPEAKER_01,30,979.1839,981.1649,1.981,2,8,0.931,1.05,1,1.05,4.038,0.47,
VAL_H2B_2025_00683,SPEAKER_00,31,981.2849,988.1299,6.845,2,55,6.545,0.3,1,0.3,8.035,0.956,0.6380
VAL_H2B_2025_00683,SPEAKER_01,32,988.4299,1000.1009,11.671,4,82,10.023,1.648,3,0.5493,7.026,0.859,
VAL_H2B_2025_00683,SPEAKER_00,33,1001.8019,1038.1359,36.334,13,167,27.143,9.191,12,0.7659,4.596,0.747,0.7126
VAL_H2B_2025_00683,SPEAKER_01,34,1040.8349,1048.9729,8.138,3,28,5.63,2.508,2,1.254,3.441,0.692,
VAL_H2B_2025_00683,SPEAKER_00,35,1049.2269,1052.952,3.7251,1,16,3.7251,0.0,0,0.0,4.295,1.0,0.6586
VAL_H2B_2025_00683,SPEAKER_01,36,1054.2339,1055.6039,1.37,1,13,1.37,0.0,0,0.0,9.489,1.0,
VAL_H2B_2025_00683,SPEAKER_00,37,1055.6559,1061.2639,5.608,2,22,5.318,0.29,1,0.29,3.923,0.948,0.7664
VAL_H2B_2026_00626,SPEAKER_00,1,557.007,668.9,111.893,32,503,88.889,23.004,31,0.7421,4.495,0.794,0.7438
VAL_H2B_2026_00626,SPEAKER_01,2,670.201,676.081,5.88,1,34,5.88,0.0,0,0.0,5.782,1.0,
VAL_H2B_2026_00626,SPEAKER_00,3,677.048,735.819,58.771,16,248,49.526,9.245,15,0.6163,4.22,0.843,0.7833
VAL_H2B_2026_00626,SPEAKER_01,4,738.041,742.531,4.49,1,25,4.49,0.0,0,0.0,5.568,1.0,
VAL_H2B_2026_00626,SPEAKER_00,5,743.323,792.562,49.239,16,214,39.021,10.218,15,0.6812,4.346,0.792,0.6675
VAL_H2B_2026_00626,SPEAKER_01,6,794.352,796.132,1.78,1,13,1.78,0.0,0,0.0,7.303,1.0,
VAL_H2B_2026_00626,SPEAKER_00,7,797.424,807.394,9.97,2,45,9.57,0.4,1,0.4,4.514,0.96,0.6874
VAL_H2B_2026_00626,SPEAKER_01,8,809.347,812.8689,3.5219,1,21,3.5219,0.0,0,0.0,5.963,1.0,
VAL_H2B_2026_00626,SPEAKER_00,9,813.66,822.034,8.374,1,47,8.374,0.0,0,0.0,5.613,1.0,0.7424
VAL_H2B_2026_00626,SPEAKER_01,10,822.924,823.494,0.57,1,3,0.57,0.0,0,0.0,5.263,1.0,
VAL_H2B_2026_00626,SPEAKER_00,11,824.505,870.55,46.045,13,192,29.983,16.062,12,1.3385,4.17,0.651,0.7213
VAL_H2B_2026_00626,SPEAKER_01,12,871.67,875.11,3.44,1,17,3.44,0.0,0,0.0,4.942,1.0,
VAL_H2B_2026_00626,SPEAKER_00,13,877.192,901.467,24.275,9,85,17.398,6.877,8,0.8596,3.502,0.717,0.7947
VAL_H2B_2026_00626,SPEAKER_01,14,902.317,909.487,7.17,3,31,4.71,2.46,2,1.23,4.324,0.657,
VAL_H2B_2026_00626,SPEAKER_00,15,910.64,919.79,9.15,3,52,7.6,1.55,2,0.775,5.683,0.831,0.6156
VAL_H2B_2026_00626,SPEAKER_01,16,921.712,923.896,2.184,2,8,1.401,0.783,1,0.783,3.663,0.641,
VAL_H2B_2026_00626,SPEAKER_00,17,924.587,946.843,22.256,8,90,17.746,4.51,7,0.6443,4.044,0.797,0.7602
VAL_H2B_2026_00626,SPEAKER_01,18,948.036,950.856,2.82,1,17,2.82,0.0,0,0.0,6.028,1.0,
VAL_H2B_2026_00626,SPEAKER_00,19,952.748,983.778,31.03,8,134,25.422,5.608,7,0.8011,4.318,0.819,0.8215
VAL_H2B_2026_00626,SPEAKER_01,20,985.088,987.108,2.02,1,16,2.02,0.0,0,0.0,7.921,1.0,
VAL_H2B_2026_00626,SPEAKER_00,21,988.841,998.667,9.826,1,62,9.826,0.0,0,0.0,6.31,1.0,0.7935
VAL_H2B_2026_00626,SPEAKER_01,22,1000.377,1001.977,1.6,1,11,1.6,0.0,0,0.0,6.875,1.0,
VAL_H2B_2026_00626,SPEAKER_00,23,1002.996,1021.317,18.321,7,79,13.271,5.05,6,0.8417,4.312,0.724,0.8661
VAL_H2B_2026_00626,SPEAKER_01,24,1021.75,1023.66,1.91,1,13,1.91,0.0,0,0.0,6.806,1.0,
VAL_H2B_2026_00626,SPEAKER_00,25,1024.84,1036.159,11.319,3,50,9.512,1.807,2,0.9035,4.417,0.84,0.7293
VAL_H2B_2026_00626,SPEAKER_01,26,1038.939,1040.36,1.421,1,10,1.421,0.0,0,0.0,7.037,1.0,
VAL_H2B_2026_00626,SPEAKER_00,27,1041.801,1058.284,16.483,3,82,12.872,3.611,2,1.8055,4.975,0.781,0.7758
VAL_H2B_2026_00626,SPEAKER_01,28,1061.75,1065.054,3.304,1,23,3.304,0.0,0,0.0,6.961,1.0,
VAL_H2B_2026_00626,SPEAKER_00,29,1066.415,1113.472,47.057,12,201,38.4469,8.6101,11,0.7827,4.271,0.817,0.7435
VAL_H2M_2020_00119,SPEAKER_01,1,494.3689,616.2419,121.873,47,502,85.11,36.763,46,0.7992,4.119,0.698,0.8262
VAL_H2M_2020_00119,SPEAKER_00,2,617.7919,620.2759,2.484,1,17,2.484,0.0,0,0.0,6.844,1.0,
VAL_H2M_2020_00119,SPEAKER_01,3,621.0369,628.4969,7.46,5,30,5.68,1.78,4,0.445,4.021,0.761,0.8617
VAL_H2M_2020_00119,SPEAKER_00,4,628.7679,631.1319,2.364,1,18,2.364,0.0,0,0.0,7.614,1.0,
VAL_H2M_2020_00119,SPEAKER_01,5,631.5889,647.9169,16.328,7,58,11.677,4.651,6,0.7752,3.552,0.715,0.8425
VAL_H2M_2020_00119,SPEAKER_00,6,648.7169,651.4179,2.701,1,16,2.701,0.0,0,0.0,5.924,1.0,
VAL_H2M_2020_00119,SPEAKER_01,7,652.0389,778.4479,126.409,55,473,80.685,45.724,54,0.8467,3.742,0.638,0.7600
VAL_H2M_2020_00119,SPEAKER_00,8,780.6279,783.5399,2.912,1,16,2.912,0.0,0,0.0,5.495,1.0,
VAL_H2M_2020_00119,SPEAKER_01,9,783.5999,840.6889,57.089,25,221,38.94,18.149,24,0.7562,3.871,0.682,0.8136
VAL_H2M_2020_00119,SPEAKER_00,10,843.3019,845.3419,2.04,1,6,2.04,0.0,0,0.0,2.941,1.0,
VAL_H2M_2020_00119,SPEAKER_01,11,846.2029,942.8259,96.623,42,413,70.048,26.575,41,0.6482,4.274,0.725,0.8270
VAL_H2M_2020_00119,SPEAKER_00,12,944.5789,948.7589,4.18,1,22,4.18,0.0,0,0.0,5.263,1.0,
VAL_H2M_2020_00119,SPEAKER_01,13,949.2059,988.0089,38.803,16,155,26.379,12.424,15,0.8283,3.995,0.68,0.8265
VAL_H2M_2021_0025,SPEAKER_00,1,447.173,483.411,36.238,13,198,27.333,8.905,12,0.7421,5.464,0.754,0.6284
VAL_H2M_2021_0025,SPEAKER_01,2,484.983,496.297,11.314,4,48,7.09,4.224,3,1.408,4.243,0.627,
VAL_H2M_2021_0025,SPEAKER_00,3,498.712,557.513,58.801,16,301,42.592,16.209,15,1.0806,5.119,0.724,0.6693
VAL_H2M_2021_0025,SPEAKER_01,4,590.204,596.064,5.86,2,31,4.83,1.03,1,1.03,5.29,0.824,
VAL_H2M_2021_0025,SPEAKER_00,5,596.567,601.018,4.451,3,27,3.16,1.291,2,0.6455,6.066,0.71,0.5705
VAL_H2M_2021_0025,SPEAKER_01,6,604.13,610.613,6.483,4,23,5.143,1.34,3,0.4467,3.548,0.793,
VAL_H2M_2021_0025,SPEAKER_00,7,610.693,714.868,104.175,32,511,75.703,28.472,31,0.9185,4.905,0.727,0.7332
VAL_H2M_2021_0025,SPEAKER_01,8,718.818,719.668,0.85,1,2,0.85,0.0,0,0.0,2.353,1.0,
VAL_H2M_2021_0025,SPEAKER_00,9,719.879,751.568,31.689,10,174,25.093,6.596,9,0.7329,5.491,0.792,0.7161
VAL_H2M_2021_0025,SPEAKER_01,10,755.928,762.67,6.742,3,34,5.282,1.46,2,0.73,5.043,0.783,
VAL_H2M_2021_0025,SPEAKER_00,11,763.15,836.855,73.705,21,422,56.339,17.366,20,0.8683,5.726,0.764,0.6605
VAL_H2M_2021_0025,SPEAKER_01,12,838.319,851.004,12.685,4,71,10.471,2.214,3,0.738,5.597,0.825,
VAL_H2M_2021_0025,SPEAKER_00,13,851.057,890.183,39.126,12,187,28.595,10.531,11,0.9574,4.779,0.731,0.7139
VAL_H2M_2021_0026,SPEAKER_01,1,508.0518,525.6308,17.579,7,89,12.859,4.72,6,0.7867,5.063,0.731,0.7552
VAL_H2M_2021_0026,SPEAKER_00,2,527.1418,532.6848,5.543,3,26,4.683,0.86,2,0.43,4.691,0.845,
VAL_H2M_2021_0026,SPEAKER_01,3,533.3248,573.0707,39.7459,14,204,29.2039,10.542,13,0.8109,5.133,0.735,0.7950
VAL_H2M_2021_0026,SPEAKER_00,4,574.3728,576.3538,1.981,1,8,1.981,0.0,0,0.0,4.038,1.0,
VAL_H2M_2021_0026,SPEAKER_01,5,577.3348,584.8218,7.487,3,37,6.247,1.24,2,0.62,4.942,0.834,0.8323
VAL_H2M_2021_0026,SPEAKER_00,6,586.0278,594.7178,8.69,2,39,7.42,1.27,1,1.27,4.488,0.854,
VAL_H2M_2021_0026,SPEAKER_01,7,595.2198,655.9428,60.723,20,275,46.264,14.459,19,0.761,4.529,0.762,0.8040
VAL_H2M_2021_0026,SPEAKER_00,8,657.9438,665.3838,7.44,3,36,6.7,0.74,2,0.37,4.839,0.901,
VAL_H2M_2021_0026,SPEAKER_01,9,666.1498,690.6178,24.468,12,69,14.525,9.943,11,0.9039,2.82,0.594,0.7425
VAL_H2M_2021_0026,SPEAKER_00,10,694.3598,707.1978,12.838,6,43,9.514,3.324,5,0.6648,3.349,0.741,
VAL_H2M_2021_0026,SPEAKER_01,11,708.5898,728.8958,20.306,6,92,14.096,6.21,5,1.242,4.531,0.694,0.8306
VAL_H2M_2021_0026,SPEAKER_00,12,732.7998,756.0898,23.29,11,92,17.03,6.26,10,0.626,3.95,0.731,
VAL_H2M_2021_0026,SPEAKER_01,13,757.0238,855.9178,98.894,30,460,75.19,23.704,29,0.8174,4.651,0.76,0.7756
VAL_H2M_2021_0026,SPEAKER_00,14,859.1198,868.2658,9.146,5,37,5.635,3.511,4,0.8778,4.045,0.616,
VAL_H2M_2021_0026,SPEAKER_01,15,868.4458,882.8468,14.401,4,81,9.991,4.41,3,1.47,5.625,0.694,0.7121
VAL_H2M_2021_0026,SPEAKER_00,16,886.8248,891.5148,4.69,2,21,4.0,0.69,1,0.69,4.478,0.853,
VAL_H2M_2021_0026,SPEAKER_01,17,894.6418,896.6038,1.962,2,16,1.492,0.47,1,0.47,8.155,0.76,0.7040
VAL_H2M_2021_0026,SPEAKER_00,18,898.7798,907.5498,8.77,6,13,3.51,5.26,5,1.052,1.482,0.4,
VAL_H2M_2021_0026,SPEAKER_01,19,908.4678,925.3968,16.929,4,104,15.065,1.864,3,0.6213,6.143,0.89,0.7094
VAL_H2M_2021_0026,SPEAKER_00,20,927.5928,934.0748,6.482,4,19,3.821,2.661,3,0.887,2.931,0.589,
VAL_H2M_2021_0026,SPEAKER_01,21,935.1748,955.4808,20.306,6,98,14.922,5.384,5,1.0768,4.826,0.735,0.8213
VAL_H2M_2021_0026,SPEAKER_00,22,957.7078,963.0708,5.363,2,25,4.933,0.43,1,0.43,4.662,0.92,
VAL_H2M_2021_0026,SPEAKER_01,23,964.1908,1001.7138,37.523,13,162,26.651,10.872,12,0.906,4.317,0.71,0.7785
VAL_H2M_2021_0026,SPEAKER_00,24,1002.8168,1007.2148,4.398,2,19,3.738,0.66,1,0.66,4.32,0.85,
VAL_H2M_2021_0026,SPEAKER_01,25,1007.7558,1015.7288,7.973,2,50,7.593,0.38,1,0.38,6.271,0.952,0.7505
VAL_H2M_2021_0028,SPEAKER_01,1,486.7312,529.3392,42.608,14,185,31.534,11.074,13,0.8518,4.342,0.74,0.7039
VAL_H2M_2021_0028,SPEAKER_00,2,531.2392,532.2892,1.05,1,9,1.05,0.0,0,0.0,8.571,1.0,
VAL_H2M_2021_0028,SPEAKER_01,3,533.1412,542.6332,9.492,4,32,5.922,3.57,3,1.19,3.371,0.624,0.6458
VAL_H2M_2021_0028,SPEAKER_00,4,543.7062,545.3672,1.661,1,10,1.661,0.0,0,0.0,6.02,1.0,
VAL_H2M_2021_0028,SPEAKER_01,5,546.7982,555.6702,8.872,4,37,7.2,1.672,3,0.5573,4.17,0.812,0.7570
VAL_H2M_2021_0028,SPEAKER_00,6,557.0412,559.2612,2.22,1,19,2.22,0.0,0,0.0,8.559,1.0,
VAL_H2M_2021_0028,SPEAKER_01,7,560.3022,566.4442,6.142,4,25,4.611,1.531,3,0.5103,4.07,0.751,0.8356
VAL_H2M_2021_0028,SPEAKER_00,8,568.2542,570.0242,1.77,1,14,1.77,0.0,0,0.0,7.91,1.0,
VAL_H2M_2021_0028,SPEAKER_01,9,571.7062,574.8162,3.11,2,18,2.34,0.77,1,0.77,5.788,0.752,0.7407
VAL_H2M_2021_0028,SPEAKER_00,10,575.7572,576.3872,0.63,1,6,0.63,0.0,0,0.0,9.524,1.0,
VAL_H2M_2021_0028,SPEAKER_01,11,577.7892,588.3712,10.582,5,35,7.99,2.592,4,0.648,3.308,0.755,0.7262
VAL_H2M_2021_0028,SPEAKER_00,12,589.1812,590.3112,1.13,1,8,1.13,0.0,0,0.0,7.08,1.0,
VAL_H2M_2021_0028,SPEAKER_01,13,590.9722,598.0632,7.091,4,41,5.731,1.36,3,0.4533,5.782,0.808,0.7992
VAL_H2M_2021_0028,SPEAKER_00,14,599.4432,600.8632,1.42,1,12,1.42,0.0,0,0.0,8.451,1.0,
VAL_H2M_2021_0028,SPEAKER_01,15,605.2142,605.9352,0.721,1,6,0.721,0.0,0,0.0,8.322,1.0,0.6390
VAL_H2M_2021_0028,SPEAKER_00,16,606.9942,607.8842,0.89,1,8,0.89,0.0,0,0.0,8.989,1.0,
VAL_H2M_2021_0028,SPEAKER_01,17,608.6352,609.5052,0.87,1,11,0.87,0.0,0,0.0,12.644,1.0,0.6477
VAL_H2M_2021_0028,SPEAKER_00,18,610.9162,612.4362,1.52,1,10,1.52,0.0,0,0.0,6.579,1.0,
VAL_H2M_2021_0028,SPEAKER_01,19,613.4182,622.8712,9.453,5,38,7.573,1.88,4,0.47,4.02,0.801,0.8803
VAL_H2M_2021_0028,SPEAKER_00,20,624.0042,630.0262,6.022,4,17,2.96,3.062,3,1.0207,2.823,0.492,
VAL_H2M_2021_0028,SPEAKER_01,21,630.3472,634.4882,4.141,3,25,3.05,1.091,2,0.5455,6.037,0.737,0.6250
VAL_H2M_2021_0028,SPEAKER_00,22,637.0582,640.3082,3.25,2,16,2.33,0.92,1,0.92,4.923,0.717,
VAL_H2M_2021_0028,SPEAKER_01,23,641.8302,652.9832,11.153,4,49,7.632,3.521,3,1.1737,4.393,0.684,0.7074
VAL_H2M_2021_0028,SPEAKER_00,24,655.0752,660.0772,5.002,3,34,4.381,0.621,2,0.3105,6.797,0.876,
VAL_H2M_2021_0028,SPEAKER_01,25,661.5972,687.2752,25.678,9,129,19.463,6.215,8,0.7769,5.024,0.758,0.7121
VAL_H2M_2021_0028,SPEAKER_00,26,689.2152,690.8452,1.63,1,13,1.63,0.0,0,0.0,7.975,1.0,
VAL_H2M_2021_0028,SPEAKER_01,27,691.6172,727.1992,35.582,14,123,21.968,13.614,13,1.0472,3.457,0.617,0.7943
VAL_H2M_2021_0028,SPEAKER_00,28,729.4192,735.2792,5.86,3,12,1.81,4.05,2,2.025,2.048,0.309,
VAL_H2M_2021_0028,SPEAKER_01,29,736.9812,738.3422,1.361,2,6,0.961,0.4,1,0.4,4.409,0.706,0.1795
VAL_H2M_2021_0028,SPEAKER_00,30,738.3822,739.5522,1.17,2,10,0.74,0.43,1,0.43,8.547,0.632,
VAL_H2M_2021_0028,SPEAKER_01,31,739.6022,778.4332,38.831,14,164,23.511,15.32,13,1.1785,4.223,0.605,0.6827
VAL_H2M_2021_0028,SPEAKER_00,32,782.7822,787.4522,4.67,2,16,2.32,2.35,1,2.35,3.426,0.497,
