file,speaker,turn_id,turn_start,turn_end,turn_duration_s,n_ips,n_vowels,speech_time_s,pause_time_s,n_pauses,mean_pause_s,speech_rate_vps,speaking_proportion,conf_median_ips
VAL_M1B_2001_00575,SPEAKER_01,18,559.6918,562.0628,2.371,1,16,2.371,0.0,0,0.0,6.748,1.0,
VAL_M1B_2001_00575,SPEAKER_00,19,563.5838,568.0938,4.51,2,35,4.27,0.24,1,0.24,7.761,0.947,0.7646
VAL_M1B_2001_00575,SPEAKER_01,20,570.8858,572.5658,1.68,1,12,1.68,0.0,0,0.0,7.143,1.0,
VAL_M1B_2001_00575,SPEAKER_00,21,573.3078,601.8858,28.578,10,161,23.062,5.516,9,0.6129,5.634,0.807,0.6525
VAL_M1B_2001_00575,SPEAKER_01,22,603.3338,610.7388,7.405,1,39,7.405,0.0,0,0.0,5.267,1.0,
VAL_M1B_2001_00575,SPEAKER_00,23,611.0588,639.0088,27.95,10,202,24.608,3.342,9,0.3713,7.227,0.88,0.7616
VAL_M1B_2001_00586,SPEAKER_00,1,422.2154,428.5454,6.33,3,44,5.5,0.83,2,0.415,6.951,0.869,0.7745
VAL_M1B_2001_00586,SPEAKER_01,2,428.8274,429.9874,1.16,1,8,1.16,0.0,0,0.0,6.897,1.0,
VAL_M1B_2001_00586,SPEAKER_00,3,430.2974,432.0674,1.77,1,14,1.77,0.0,0,0.0,7.91,1.0,0.7499
VAL_M1B_2001_00586,SPEAKER_01,4,432.2284,433.3284,1.1,1,8,1.1,0.0,0,0.0,7.273,1.0,
VAL_M1B_2001_00586,SPEAKER_00,5,433.3784,437.4584,4.08,2,15,2.61,1.47,1,1.47,3.676,0.64,0.5922
VAL_M1B_2001_00586,SPEAKER_01,6,438.1994,439.3394,1.14,1,5,1.14,0.0,0,0.0,4.386,1.0,
VAL_M1B_2001_00586,SPEAKER_00,7,439.7194,461.8024,22.083,9,94,16.661,5.422,8,0.6778,4.257,0.754,0.7613
VAL_M1B_2001_00586,SPEAKER_01,8,461.8224,464.9424,3.12,1,18,3.12,0.0,0,0.0,5.769,1.0,
VAL_M1B_2001_00586,SPEAKER_00,9,465.6854,488.0014,22.316,9,122,18.474,3.842,8,0.4802,5.467,0.828,0.7491
VAL_M1B_2001_00586,SPEAKER_01,10,488.2924,492.8324,4.54,2,28,4.28,0.26,1,0.26,6.167,0.943,
VAL_M1B_2001_00586,SPEAKER_00,11,493.0334,494.0134,0.98,1,8,0.98,0.0,0,0.0,8.163,1.0,0.3878
VAL_M1B_2001_00586,SPEAKER_01,12,494.3234,497.9744,3.651,1,18,3.651,0.0,0,0.0,4.93,1.0,
VAL_M1B_2001_00586,SPEAKER_00,13,498.0344,540.2044,42.17,18,216,34.464,7.706,17,0.4533,5.122,0.817,0.6805
VAL_M1B_2001_00586,SPEAKER_01,14,541.3274,544.0904,2.763,1,17,2.763,0.0,0,0.0,6.153,1.0,
VAL_M1B_2001_00586,SPEAKER_00,15,544.1104,553.7544,9.644,3,50,8.26,1.384,2,0.692,5.185,0.856,0.8528
VAL_M1B_2001_00586,SPEAKER_01,16,555.1004,556.7004,1.6,1,13,1.6,0.0,0,0.0,8.125,1.0,
VAL_M1B_2001_00586,SPEAKER_00,17,556.9824,560.0024,3.02,2,11,2.44,0.58,1,0.58,3.642,0.808,0.5358
VAL_M1B_2001_00586,SPEAKER_01,18,561.0054,562.5954,1.59,1,12,1.59,0.0,0,0.0,7.547,1.0,
VAL_M1B_2001_00586,SPEAKER_00,19,563.2204,567.0204,3.8,2,18,3.47,0.33,1,0.33,4.737,0.913,0.6032
VAL_M1B_2001_00586,SPEAKER_01,20,567.3424,572.0424,4.7,1,34,4.7,0.0,0,0.0,7.234,1.0,
VAL_M1B_2001_00586,SPEAKER_00,21,572.5454,612.7284,40.183,19,189,30.866,9.317,18,0.5176,4.703,0.768,0.8052
VAL_M1B_2001_00586,SPEAKER_01,22,613.6794,615.5804,1.901,1,16,1.901,0.0,0,0.0,8.417,1.0,
VAL_M1B_2001_00586,SPEAKER_00,23,615.7804,617.8404,2.06,2,8,1.75,0.31,1,0.31,3.883,0.85,0.6806
VAL_M1B_2001_00586,SPEAKER_01,24,618.7204,621.3414,2.621,1,22,2.621,0.0,0,0.0,8.394,1.0,
VAL_M1B_2001_00586,SPEAKER_00,25,621.3614,624.1414,2.78,1,18,2.78,0.0,0,0.0,6.475,1.0,0.6280
VAL_M1B_2001_00586,SPEAKER_01,26,626.4524,629.0324,2.58,1,13,2.58,0.0,0,0.0,5.039,1.0,
VAL_M1B_2001_00586,SPEAKER_00,27,629.2634,630.0534,0.79,1,7,0.79,0.0,0,0.0,8.861,1.0,0.4403
VAL_M1B_2001_00586,SPEAKER_01,28,630.3034,636.8454,6.542,2,33,5.83,0.712,1,0.712,5.044,0.891,
VAL_M1B_2001_00586,SPEAKER_00,29,637.0454,645.0664,8.021,3,42,5.47,2.551,2,1.2755,5.236,0.682,0.5588
VAL_M1B_2001_00586,SPEAKER_01,30,646.1474,647.2374,1.09,1,5,1.09,0.0,0,0.0,4.587,1.0,
VAL_M1B_2001_00586,SPEAKER_00,31,647.7084,648.4094,0.701,1,5,0.701,0.0,0,0.0,7.133,1.0,0.7207
VAL_M1B_2001_00586,SPEAKER_01,32,649.4104,650.7004,1.29,1,10,1.29,0.0,0,0.0,7.752,1.0,
VAL_M1B_2001_00586,SPEAKER_00,33,651.4514,655.8544,4.403,2,19,3.341,1.062,1,1.062,4.315,0.759,0.6181
VAL_M1B_2001_00586,SPEAKER_01,34,655.9344,656.8644,0.93,1,9,0.93,0.0,0,0.0,9.677,1.0,
VAL_M1B_2001_00586,SPEAKER_00,35,657.4964,658.5064,1.01,1,8,1.01,0.0,0,0.0,7.921,1.0,0.5675
VAL_M1B_2001_00586,SPEAKER_01,36,659.3274,662.0774,2.75,2,23,2.43,0.32,1,0.32,8.364,0.884,
VAL_M1B_2001_00586,SPEAKER_00,37,662.1994,668.0924,5.893,2,14,3.951,1.942,1,1.942,2.376,0.67,0.6162
VAL_M1B_2001_00586,SPEAKER_01,38,668.1634,671.1844,3.021,2,19,2.371,0.65,1,0.65,6.289,0.785,
VAL_M1B_2001_00586,SPEAKER_00,39,672.2824,680.6244,8.342,4,50,6.541,1.801,3,0.6003,5.994,0.784,0.7212
VAL_M1B_2001_00586,SPEAKER_01,40,680.7694,681.8494,1.08,1,6,1.08,0.0,0,0.0,5.556,1.0,
VAL_M1B_2001_00586,SPEAKER_00,41,682.5304,706.9764,24.446,10,101,18.662,5.784,9,0.6427,4.132,0.763,0.8097
VAL_M1B_2001_00586,SPEAKER_01,42,707.8504,711.4714,3.621,2,18,3.061,0.56,1,0.56,4.971,0.845,
VAL_M1B_2001_00586,SPEAKER_00,43,712.4324,718.4144,5.982,2,37,5.652,0.33,1,0.33,6.185,0.945,0.8195
VAL_M1B_2001_00586,SPEAKER_01,44,719.3354,722.9454,3.61,2,20,2.87,0.74,1,0.74,5.54,0.795,
VAL_M1B_2001_00586,SPEAKER_00,45,723.8774,740.6444,16.767,6,84,14.212,2.555,5,0.511,5.01,0.848,0.6456
VAL_M1B_2001_00586,SPEAKER_01,46,741.5264,751.6764,10.15,4,54,8.48,1.67,3,0.5567,5.32,0.835,
VAL_M1B_2001_00586,SPEAKER_00,47,753.1684,770.9524,17.784,9,58,10.961,6.823,8,0.8529,3.261,0.616,0.7775
VAL_M1B_2001_00586,SPEAKER_01,48,771.8044,775.9264,4.122,2,18,3.4,0.722,1,0.722,4.367,0.825,
VAL_M1B_2001_00586,SPEAKER_00,49,777.1084,811.8674,34.759,14,136,25.83,8.929,13,0.6868,3.913,0.743,0.8930
VAL_M1B_2001_00586,SPEAKER_01,50,811.9974,812.9474,0.95,1,6,0.95,0.0,0,0.0,6.316,1.0,
VAL_M1B_2001_00586,SPEAKER_00,51,813.6174,814.4174,0.8,1,7,0.8,0.0,0,0.0,8.75,1.0,0.7193
VAL_M1B_2001_00586,SPEAKER_01,52,814.8384,819.0974,4.259,2,28,3.542,0.717,1,0.717,6.574,0.832,
VAL_M1B_2001_00586,SPEAKER_00,53,819.5174,823.6884,4.171,2,20,3.35,0.821,1,0.821,4.795,0.803,0.8395
VAL_M1B_2001_00586,SPEAKER_01,54,824.2404,825.7414,1.501,1,11,1.501,0.0,0,0.0,7.328,1.0,
VAL_M1B_2001_00586,SPEAKER_00,55,827.0414,827.8114,0.77,1,7,0.77,0.0,0,0.0,9.091,1.0,0.7605
VAL_M1B_2001_00586,SPEAKER_01,56,828.5524,831.5924,3.04,1,22,3.04,0.0,0,0.0,7.237,1.0,
VAL_M1B_2001_00586,SPEAKER_00,57,832.4054,842.8004,10.395,4,32,6.44,3.955,3,1.3183,3.078,0.62,0.4695
VAL_M1B_2006_00596,SPEAKER_01,1,407.3594,457.7104,50.351,14,258,42.28,8.071,13,0.6208,5.124,0.84,0.7536
VAL_M1B_2006_00596,SPEAKER_00,2,458.3344,461.1244,2.79,1,18,2.79,0.0,0,0.0,6.452,1.0,
VAL_M1B_2006_00596,SPEAKER_01,3,461.2364,461.9264,0.69,1,5,0.69,0.0,0,0.0,7.246,1.0,0.7065
VAL_M1B_2006_00596,SPEAKER_00,4,462.2374,462.5074,0.27,1,2,0.27,0.0,0,0.0,7.407,1.0,
VAL_M1B_2006_00596,SPEAKER_01,5,462.9374,463.8674,0.93,1,8,0.93,0.0,0,0.0,8.602,1.0,0.8067
VAL_M1B_2006_00596,SPEAKER_00,6,464.1184,465.8184,1.7,1,11,1.7,0.0,0,0.0,6.471,1.0,
VAL_M1B_2006_00596,SPEAKER_01,7,466.2404,540.1434,73.903,23,339,58.11,15.793,22,0.7179,4.587,0.786,0.8084
VAL_M1B_2006_00596,SPEAKER_00,8,541.2344,549.4804,8.246,3,43,7.324,0.922,2,0.461,5.215,0.888,
VAL_M1B_2006_00596,SPEAKER_01,9,550.1004,598.0814,47.981,14,227,38.53,9.451,13,0.727,4.731,0.803,0.8016
VAL_M1B_2006_00596,SPEAKER_00,10,598.6644,599.8644,1.2,1,7,1.2,0.0,0,0.0,5.833,1.0,
VAL_M1B_2006_00596,SPEAKER_01,11,600.2844,611.8264,11.542,5,41,10.062,1.48,4,0.37,3.552,0.872,0.8745
VAL_M1B_2006_00596,SPEAKER_00,12,612.7084,624.1934,11.485,5,47,9.004,2.481,4,0.6202,4.092,0.784,
VAL_M1B_2006_00596,SPEAKER_01,13,625.3274,793.4244,168.097,58,734,131.435,36.662,57,0.6432,4.367,0.782,0.7966
VAL_M1B_2006_00596,SPEAKER_00,14,793.4924,797.0134,3.521,1,19,3.521,0.0,0,0.0,5.396,1.0,
VAL_M1B_2006_00596,SPEAKER_01,15,797.2744,812.9444,15.67,5,69,13.6,2.07,4,0.5175,4.403,0.868,0.8407
VAL_M1B_2020_00166,SPEAKER_01,1,541.241,544.022,2.781,1,17,2.781,0.0,0,0.0,6.113,1.0,0.5499
VAL_M1B_2020_00166,SPEAKER_00,2,544.583,551.785,7.202,3,35,4.701,2.501,2,1.2505,4.86,0.653,
VAL_M1B_2020_00166,SPEAKER_01,3,552.227,588.537,36.31,17,160,24.639,11.671,16,0.7294,4.406,0.679,0.6583
VAL_M1B_2020_00166,SPEAKER_00,4,589.899,592.329,2.43,1,19,2.43,0.0,0,0.0,7.819,1.0,
VAL_M1B_2020_00166,SPEAKER_01,5,592.72,635.664,42.944,19,205,29.828,13.116,18,0.7287,4.774,0.695,0.6732
VAL_M1B_2020_00166,SPEAKER_00,6,641.794,643.474,1.68,1,7,1.68,0.0,0,0.0,4.167,1.0,
VAL_M1B_2020_00166,SPEAKER_01,7,646.53,693.658,47.128,16,191,29.863,17.265,15,1.151,4.053,0.634,0.6654
VAL_M1B_2020_00166,SPEAKER_00,8,695.9,698.75,2.85,1,18,2.85,0.0,0,0.0,6.316,1.0,
VAL_M1B_2020_00166,SPEAKER_01,9,701.064,747.019,45.955,16,230,34.307,11.648,15,0.7765,5.005,0.747,0.7176
VAL_M1B_2020_00166,SPEAKER_00,10,748.352,752.602,4.25,2,20,2.61,1.64,1,1.64,4.706,0.614,
VAL_M1B_2020_00166,SPEAKER_01,11,755.196,869.383,114.187,45,535,77.803,36.384,44,0.8269,4.685,0.681,0.6400
VAL_M1B_2020_00166,SPEAKER_00,12,870.723,873.753,3.03,1,20,3.03,0.0,0,0.0,6.601,1.0,
VAL_M1B_2020_00166,SPEAKER_01,13,874.965,955.694,80.729,31,392,52.973,27.756,30,0.9252,4.856,0.656,0.6198
VAL_M1B_2020_00166,SPEAKER_00,14,960.759,969.913,9.154,4,34,6.06,3.094,3,1.0313,3.714,0.662,
VAL_M1B_2020_00166,SPEAKER_01,15,970.826,1013.528,42.702,11,186,30.934,11.768,10,1.1768,4.356,0.724,0.7984
VAL_M1B_2020_00166,SPEAKER_00,16,1017.411,1027.427,10.016,5,40,6.295,3.721,4,0.9303,3.994,0.628,
VAL_M1B_2020_00166,SPEAKER_01,17,1028.48,1073.484,45.004,19,192,27.89,17.114,18,0.9508,4.266,0.62,0.7547
VAL_M1B_2020_00166,SPEAKER_00,18,1077.144,1078.83,1.686,1,11,1.686,0.0,0,0.0,6.524,1.0,
VAL_M1B_2020_00166,SPEAKER_01,19,1080.05,1080.49,0.44,1,3,0.44,0.0,0,0.0,6.818,1.0,0.4320
VAL_M1B_2022_00105,SPEAKER_00,1,490.0335,513.3895,23.356,10,100,15.933,7.423,9,0.8248,4.282,0.682,0.7116
VAL_M1B_2022_00105,SPEAKER_01,2,513.5315,514.4915,0.96,1,13,0.96,0.0,0,0.0,13.542,1.0,
VAL_M1B_2022_00105,SPEAKER_00,3,514.6525,514.8825,0.23,1,2,0.23,0.0,0,0.0,8.696,1.0,0.2095
VAL_M1B_2022_00105,SPEAKER_01,4,515.5745,518.2955,2.721,1,32,2.721,0.0,0,0.0,11.76,1.0,
VAL_M1B_2022_00105,SPEAKER_00,5,518.4165,531.0105,12.594,6,55,8.393,4.201,5,0.8402,4.367,0.666,0.5769
VAL_M1B_2022_00105,SPEAKER_01,6,531.5835,537.6565,6.073,1,28,6.073,0.0,0,0.0,4.611,1.0,
VAL_M1B_2022_00105,SPEAKER_00,7,538.8275,567.7005,28.873,8,166,24.465,4.408,7,0.6297,5.749,0.847,0.6708
VAL_M1B_2022_00105,SPEAKER_01,8,568.2315,570.2215,1.99,2,12,1.65,0.34,1,0.34,6.03,0.829,
VAL_M1B_2022_00105,SPEAKER_00,9,571.2525,623.9105,52.658,22,293,41.4601,11.1979,21,0.5332,5.564,0.787,0.6649
VAL_M1B_2022_00105,SPEAKER_01,10,623.9305,627.3735,3.443,2,16,1.783,1.66,1,1.66,4.647,0.518,
VAL_M1B_2022_00105,SPEAKER_00,11,627.3935,634.3475,6.954,4,39,4.833,2.121,3,0.707,5.608,0.695,0.5580
VAL_M1B_2022_00105,SPEAKER_01,12,635.2385,642.8845,7.646,3,44,5.712,1.934,2,0.967,5.755,0.747,
VAL_M1B_2022_00105,SPEAKER_00,13,642.9945,660.4975,17.503,9,70,13.933,3.57,8,0.4463,3.999,0.796,0.6545
VAL_M1B_2022_00105,SPEAKER_01,14,661.1795,679.5725,18.393,11,78,11.482,6.911,10,0.6911,4.241,0.624,
VAL_M1B_2022_00105,SPEAKER_00,15,679.8245,701.6795,21.855,8,108,18.415,3.44,7,0.4914,4.942,0.843,0.7309
VAL_M1B_2022_00105,SPEAKER_01,16,702.5925,721.2795,18.687,6,101,15.917,2.77,5,0.554,5.405,0.852,
VAL_M1B_2022_00105,SPEAKER_00,17,721.7055,725.8905,4.185,3,18,3.022,1.163,2,0.5815,4.301,0.722,0.4837
VAL_M1B_2022_00105,SPEAKER_01,18,727.6525,756.5175,28.865,12,168,21.992,6.873,11,0.6248,5.82,0.762,
VAL_M1B_2022_00105,SPEAKER_00,19,756.8285,759.0085,2.18,1,13,2.18,0.0,0,0.0,5.963,1.0,0.4902
VAL_M1B_2022_00105,SPEAKER_01,20,759.0485,764.1995,5.151,4,20,3.24,1.911,3,0.637,3.883,0.629,
VAL_M1B_2022_00105,SPEAKER_00,21,764.6505,766.0315,1.381,1,10,1.381,0.0,0,0.0,7.241,1.0,0.4778
VAL_M1B_2022_00105,SPEAKER_01,22,766.3115,767.8615,1.55,1,13,1.55,0.0,0,0.0,8.387,1.0,
VAL_M1B_2022_00105,SPEAKER_00,23,768.6915,780.6015,11.91,5,53,9.601,2.309,4,0.5773,4.45,0.806,0.6711
VAL_M1B_2022_00105,SPEAKER_01,24,780.7225,781.4225,0.7,1,6,0.7,0.0,0,0.0,8.571,1.0,
VAL_M1B_2022_00105,SPEAKER_00,25,782.3835,797.7895,15.406,4,83,12.163,3.243,3,1.081,5.388,0.789,0.6613
VAL_M1B_2022_00105,SPEAKER_01,26,797.9495,802.1905,4.241,1,25,4.241,0.0,0,0.0,5.895,1.0,
VAL_M1B_2022_00105,SPEAKER_00,27,803.2605,818.8005,15.54,6,70,12.185,3.355,5,0.671,4.505,0.784,0.6416
VAL_M1B_2022_00105,SPEAKER_01,28,819.1605,822.5215,3.361,2,21,3.001,0.36,1,0.36,6.248,0.893,
VAL_M1B_2022_00105,SPEAKER_00,29,823.1225,834.1665,11.044,5,56,8.552,2.492,4,0.623,5.071,0.774,0.7666
VAL_M1B_2022_00105,SPEAKER_01,30,834.4775,855.4115,20.934,12,120,14.53,6.404,11,0.5822,5.732,0.694,
VAL_M1B_2022_00105,SPEAKER_00,31,855.4825,913.2265,57.744,27,225,38.214,19.53,26,0.7512,3.897,0.662,0.7459
VAL_M1B_2022_00105,SPEAKER_01,32,916.0595,916.6395,0.58,1,5,0.58,0.0,0,0.0,8.621,1.0,
VAL_M1B_2022_00105,SPEAKER_00,33,916.7805,917.5405,0.76,1,8,0.76,0.0,0,0.0,10.526,1.0,0.3616
VAL_M1B_2022_00105,SPEAKER_01,34,917.5605,922.9845,5.424,3,25,3.693,1.731,2,0.8655,4.609,0.681,
VAL_M1B_2022_00105,SPEAKER_00,35,923.1045,966.3675,43.263,15,250,37.196,6.067,14,0.4334,5.779,0.86,0.6652
VAL_M1B_2022_00105,SPEAKER_01,36,967.3165,971.3995,4.083,2,20,1.843,2.24,1,2.24,4.898,0.451,
VAL_M1B_2022_00105,SPEAKER_00,37,974.5075,975.1275,0.62,1,4,0.62,0.0,0,0.0,6.452,1.0,0.5615
VAL_M1B_2022_00105,SPEAKER_01,38,975.2325,975.5755,0.343,1,2,0.343,0.0,0,0.0,5.831,1.0,
VAL_M1B_2022_00105,SPEAKER_00,39,978.0145,979.2085,1.194,1,6,1.194,0.0,0,0.0,5.025,1.0,0.7657
VAL_M1B_2022_0014,SPEAKER_01,1,710.1008,724.8838,14.783,6,82,11.86,2.923,5,0.5846,5.547,0.802,0.5886
VAL_M1B_2022_0014,SPEAKER_00,2,725.5938,740.8978,15.304,7,43,7.442,7.862,6,1.3103,2.81,0.486,
VAL_M1B_2022_0014,SPEAKER_01,3,741.9788,775.9278,33.949,15,192,25.602,8.347,14,0.5962,5.656,0.754,0.5450
VAL_M1B_2022_0014,SPEAKER_00,4,777.6888,779.1498,1.461,1,14,1.461,0.0,0,0.0,9.582,1.0,
VAL_M1B_2022_0014,SPEAKER_01,5,780.5308,881.6778,101.147,39,488,71.828,29.319,38,0.7716,4.825,0.71,0.6275
VAL_M1B_2022_0014,SPEAKER_00,6,883.0878,885.4908,2.403,1,19,2.403,0.0,0,0.0,7.907,1.0,
VAL_M1B_2022_0014,SPEAKER_01,7,887.0918,1012.3218,125.23,41,638,93.696,31.534,40,0.7883,5.095,0.748,0.6870
VAL_M1B_2022_0014,SPEAKER_00,8,1014.1648,1020.6598,6.495,3,32,5.515,0.98,2,0.49,4.927,0.849,
VAL_M1B_2022_0014,SPEAKER_01,9,1022.4018,1090.6858,68.284,26,334,49.975,18.309,25,0.7324,4.891,0.732,0.6827
VAL_M1B_2022_0014,SPEAKER_00,10,1091.9868,1092.7568,0.77,1,6,0.77,0.0,0,0.0,7.792,1.0,
VAL_M1B_2022_0014,SPEAKER_01,11,1093.7478,1128.8018,35.054,15,181,25.186,9.868,14,0.7049,5.163,0.718,0.6482
VAL_M1B_2022_0014,SPEAKER_00,12,1130.5128,1136.1878,5.675,3,17,2.9,2.775,2,1.3875,2.996,0.511,
VAL_M1B_2022_0014,SPEAKER_01,13,1138.9628,1189.3628,50.4,17,249,35.063,15.337,16,0.9586,4.94,0.696,0.5575
VAL_M1B_2022_0014,UNKNOWN,14,1189.5838,1189.8038,0.22,1,3,0.22,0.0,0,0.0,13.636,1.0,
VAL_M1B_2022_0014,SPEAKER_01,15,1190.8108,1236.5078,45.697,17,260,33.159,12.538,16,0.7836,5.69,0.726,0.5994
VAL_M1B_2022_0014,SPEAKER_00,16,1238.3298,1245.7408,7.411,3,24,2.76,4.651,2,2.3255,3.238,0.372,
VAL_M1B_2022_0014,SPEAKER_01,17,1247.1318,1313.1868,66.055,25,267,48.98,17.075,24,0.7115,4.042,0.742,0.7238
VAL_M1B_2022_0014,SPEAKER_00,18,1314.8898,1315.3298,0.44,1,2,0.44,0.0,0,0.0,4.545,1.0,
VAL_M1B_2022_0014,SPEAKER_01,19,1315.5298,1337.2718,21.742,9,109,17.582,4.16,8,0.52,5.013,0.809,0.6557
VAL_M1B_2022_0014,SPEAKER_00,20,1339.1488,1350.2428,11.094,4,41,8.07,3.024,3,1.008,3.696,0.727,
VAL_M1B_2022_0014,SPEAKER_01,21,1350.9658,1419.6498,68.684,24,391,54.464,14.22,23,0.6183,5.693,0.793,0.6982
VAL_M1B_2022_0095,SPEAKER_00,1,452.1457,457.0957,4.95,1,36,4.95,0.0,0,0.0,7.273,1.0,0.6304
VAL_M1B_2022_0095,SPEAKER_01,2,457.2487,459.1497,1.901,1,19,1.901,0.0,0,0.0,9.995,1.0,
VAL_M1B_2022_0095,SPEAKER_00,3,459.3097,516.0177,56.708,16,281,48.086,8.622,15,0.5748,4.955,0.848,0.7864
VAL_M1B_2022_0095,SPEAKER_01,4,516.8547,525.1247,8.27,2,53,6.84,1.43,1,1.43,6.409,0.827,
VAL_M1B_2022_0095,SPEAKER_00,5,525.2817,537.4117,12.13,1,72,12.13,0.0,0,0.0,5.936,1.0,0.7804
VAL_M1B_2022_0095,SPEAKER_01,6,538.9877,568.1577,29.17,11,132,22.705,6.465,10,0.6465,4.525,0.778,
VAL_M1B_2022_0095,SPEAKER_00,7,568.9297,617.6047,48.675,13,263,40.1701,8.5049,12,0.7087,5.403,0.825,0.7673
VAL_M1B_2022_0095,SPEAKER_01,8,619.0507,633.3307,14.28,6,74,11.63,2.65,5,0.53,5.182,0.814,
VAL_M1B_2022_0095,SPEAKER_00,9,634.3517,654.0427,19.691,9,99,15.955,3.736,8,0.467,5.028,0.81,0.7620
VAL_M1B_2022_0095,SPEAKER_01,10,654.1147,658.1947,4.08,1,25,4.08,0.0,0,0.0,6.127,1.0,
VAL_M1B_2022_0095,SPEAKER_00,11,658.4767,677.6017,19.125,7,99,15.341,3.784,6,0.6307,5.176,0.802,0.7740
VAL_M1B_2022_0095,SPEAKER_01,12,678.9967,693.1427,14.146,8,53,10.266,3.88,7,0.5543,3.747,0.726,
VAL_M1B_2022_0095,SPEAKER_00,13,694.3237,725.4087,31.085,10,134,24.242,6.843,9,0.7603,4.311,0.78,0.7828
VAL_M1B_2022_0095,SPEAKER_01,14,727.6897,741.1347,13.445,5,50,9.723,3.722,4,0.9305,3.719,0.723,
VAL_M1B_2022_0095,SPEAKER_00,15,742.0957,799.0417,56.946,16,278,48.182,8.764,15,0.5843,4.882,0.846,0.7912
VAL_M1B_2022_0095,SPEAKER_01,16,801.5827,818.6317,17.049,6,78,13.162,3.887,5,0.7774,4.575,0.772,
VAL_M1B_2022_0095,SPEAKER_00,17,819.1047,904.1494,85.0447,17,464,75.8827,9.162,16,0.5726,5.456,0.892,0.7877
VAL_M1B_2023_00257,SPEAKER_01,1,586.6331,601.5441,14.911,7,48,8.878,6.033,6,1.0055,3.219,0.595,0.8520
VAL_M1B_2023_00257,SPEAKER_00,2,603.3861,608.3361,4.95,2,30,4.44,0.51,1,0.51,6.061,0.897,
VAL_M1B_2023_00257,SPEAKER_01,3,610.4311,617.3621,6.931,5,21,3.682,3.249,4,0.8122,3.03,0.531,0.7055
VAL_M1B_2023_00257,SPEAKER_00,4,619.2831,624.4331,5.15,2,40,4.84,0.31,1,0.31,7.767,0.94,
VAL_M1B_2023_00257,SPEAKER_01,5,625.3261,634.5861,9.26,5,32,5.51,3.75,4,0.9375,3.456,0.595,0.6079
VAL_M1B_2023_00257,SPEAKER_00,6,637.7111,652.5671,14.856,8,51,10.43,4.426,7,0.6323,3.433,0.702,
VAL_M1B_2023_00257,SPEAKER_01,7,653.5981,708.1911,54.593,18,191,36.608,17.985,17,1.0579,3.499,0.671,0.7578
VAL_M1B_2023_00257,SPEAKER_00,8,710.2221,732.6921,22.47,11,77,17.155,5.315,10,0.5315,3.427,0.763,
VAL_M1B_2023_00257,SPEAKER_01,9,733.3531,763.2281,29.875,11,111,20.52,9.355,10,0.9355,3.715,0.687,0.8026
VAL_M1B_2023_00257,SPEAKER_00,10,765.7701,777.2021,11.432,8,38,8.32,3.112,7,0.4446,3.324,0.728,
VAL_M1B_2023_00257,SPEAKER_01,11,777.7351,844.6921,66.957,22,196,38.919,28.038,21,1.3351,2.927,0.581,0.7283
VAL_M1B_2023_00257,SPEAKER_00,12,845.7531,853.6471,7.894,4,21,5.372,2.522,3,0.8407,2.66,0.681,
VAL_M1B_2023_00257,SPEAKER_01,13,854.4681,903.6731,49.205,21,141,28.542,20.663,20,1.0332,2.866,0.58,0.8163
VAL_M1B_2023_00257,SPEAKER_00,14,907.8651,912.7471,4.882,2,24,4.452,0.43,1,0.43,4.916,0.912,
VAL_M1B_2023_00257,SPEAKER_01,15,913.2271,982.2491,69.022,27,185,41.679,27.343,26,1.0517,2.68,0.604,0.7615
VAL_M1B_2023_00257,SPEAKER_00,16,984.8471,993.5731,8.726,4,37,6.784,1.942,3,0.6473,4.24,0.777,
VAL_M1B_2023_00257,SPEAKER_01,17,994.7331,1027.3381,32.605,14,131,19.808,12.797,13,0.9844,4.018,0.608,0.6710
VAL_M1B_2023_00257,SPEAKER_00,18,1030.8191,1044.8901,14.071,6,63,9.332,4.739,5,0.9478,4.477,0.663,
VAL_M1B_2023_00257,SPEAKER_01,19,1045.2111,1116.4531,71.242,25,264,44.443,26.799,24,1.1166,3.706,0.624,0.7458
VAL_M1B_2023_00257,SPEAKER_00,20,1118.1941,1131.8771,13.683,5,46,8.693,4.99,4,1.2475,3.362,0.635,
VAL_M1B_2023_00257,SPEAKER_01,21,1134.3181,1150.6591,16.341,6,46,9.032,7.309,5,1.4618,2.815,0.553,0.7994
VAL_M1B_2023_00257,SPEAKER_00,22,1154.4721,1172.4271,17.955,11,54,10.669,7.286,10,0.7286,3.008,0.594,
VAL_M1B_2025_00647,SPEAKER_00,1,553.4781,647.4251,93.947,39,320,63.203,30.744,38,0.8091,3.406,0.673,0.8613
VAL_M1B_2025_00647,SPEAKER_01,2,648.2491,651.5811,3.332,1,16,3.332,0.0,0,0.0,4.802,1.0,
VAL_M1B_2025_00647,SPEAKER_00,3,653.5231,688.3011,34.778,14,135,24.125,10.653,13,0.8195,3.882,0.694,0.7484
VAL_M1B_2025_00647,SPEAKER_01,4,688.7211,693.2251,4.504,2,24,4.254,0.25,1,0.25,5.329,0.944,
VAL_M1B_2025_00647,SPEAKER_00,5,694.0451,773.7511,79.706,37,261,51.742,27.964,36,0.7768,3.275,0.649,0.7826
VAL_M1B_2025_00647,SPEAKER_01,6,774.8421,785.8141,10.972,3,77,10.262,0.71,2,0.355,7.018,0.935,
