file,speaker,n_ips,n_turns,n_vowels_total,art_rate_median,art_rate_mean,art_rate_sd,sylls_per_ip_median,syl_slope,speech_time_s,pause_time_s,total_duration_s,n_pauses,pause_median_ms,pause_mean_ms,pause_sd_ms,log_pause_median_ms,pauses_per_100_vowels,overall_art_rate,overall_spk_rate,pitch_range_median,pitch_range_mean,pitch_range_sd,pitch_level_median
VAL_H1A_2019_001,SPEAKER_00,23,16,284,6.531,6.306,1.346,12.0,-0.3508,46.246,4.661,50.907,7,590.0,665.857,237.944,6.38,2.46,6.141,5.579,3.359,3.491,0.387,94.23
VAL_H1A_2019_001,SPEAKER_01,142,16,1870,6.444,6.357,2.14,10.0,0.0234,299.744,96.086,395.83,126,671.5,762.587,487.106,6.51,6.74,6.239,4.724,4.623,4.908,2.164,82.227
VAL_H1A_2020_002,SPEAKER_00,122,13,1529,5.288,5.3,1.891,10.5,0.0117,291.841,95.991,387.832,109,670.0,880.651,610.14,6.507,7.13,5.239,3.942,4.184,4.39,1.533,82.88
VAL_H1A_2020_002,SPEAKER_01,41,12,333,6.25,5.961,1.942,6.0,-0.0502,59.031,30.411,89.442,29,710.0,1048.655,854.403,6.565,8.71,5.641,3.723,4.36,4.592,2.054,84.905
VAL_H1A_2020_003,SPEAKER_00,64,27,545,5.672,5.386,1.857,8.0,0.0569,100.76,38.373,139.133,37,780.0,1037.105,815.344,6.659,6.79,5.409,3.917,3.317,3.394,0.99,92.339
VAL_H1A_2020_003,SPEAKER_01,119,28,1650,6.422,6.328,1.876,12.0,-0.0049,260.199,66.293,326.492,91,633.0,728.495,400.681,6.45,5.52,6.341,5.054,3.258,3.371,1.665,78.832
VAL_H1A_2021_0031,SPEAKER_00,29,21,358,6.772,6.82,1.6,11.0,-0.2714,56.023,32.435,88.458,8,1239.0,4054.375,7644.31,7.122,2.23,6.39,4.047,4.184,4.837,2.964,94.309
VAL_H1A_2021_0031,SPEAKER_01,123,21,1938,5.572,5.6,1.838,13.0,-0.0321,336.465,76.578,413.043,102,590.0,750.765,704.606,6.38,5.26,5.76,4.692,3.293,3.416,1.324,87.817
VAL_H1A_2021_0032,SPEAKER_00,153,20,2583,6.78,6.777,2.076,14.0,0.0694,383.926,88.701,472.627,133,520.0,666.925,522.551,6.254,5.15,6.728,5.465,3.501,3.745,1.524,79.132
VAL_H1A_2021_0032,SPEAKER_01,28,19,276,6.357,6.258,1.87,10.5,0.0805,44.461,6.246,50.707,9,670.0,694.0,152.829,6.507,3.26,6.208,5.443,7.787,7.481,1.182,93.886
VAL_H1A_2021_0032,UNKNOWN,1,1,2,16.667,16.667,0.0,2.0,,0.12,0.0,0.12,0,,,,,0.0,16.667,16.667,,,,
VAL_H1A_2021_0033,SPEAKER_00,29,16,280,6.78,6.645,2.42,8.0,0.0749,42.805,11.765,54.57,13,730.0,905.0,526.207,6.593,4.64,6.541,5.131,2.917,3.445,1.578,92.523
VAL_H1A_2021_0033,SPEAKER_01,167,16,2008,6.411,6.52,2.018,10.0,0.0326,322.488,101.968,424.456,151,530.0,675.285,572.871,6.273,7.52,6.227,4.731,3.061,4.013,3.639,81.222
VAL_H1A_2021_0034,SPEAKER_00,197,11,2103,6.604,6.408,2.403,9.0,-0.0174,333.886,182.742,516.628,186,815.0,982.483,566.019,6.703,8.84,6.299,4.071,2.462,2.912,1.53,77.588
VAL_H1A_2021_0034,SPEAKER_01,19,11,225,6.667,6.691,1.723,11.0,0.286,35.175,11.84,47.015,8,960.0,1480.0,1213.528,6.867,3.56,6.397,4.786,2.838,2.838,0.0,92.187
VAL_H1A_2021_0039,SPEAKER_00,144,11,2378,7.024,6.986,1.914,14.0,0.0105,350.598,117.084,467.682,133,610.0,880.331,1889.418,6.413,5.59,6.783,5.085,4.586,4.915,2.163,80.001
VAL_H1A_2021_0039,SPEAKER_01,47,10,731,6.04,6.16,1.888,11.0,-0.1895,115.835,22.632,138.467,37,511.0,611.676,322.79,6.236,5.06,6.311,5.279,5.397,5.886,2.503,92.796
VAL_H1A_2021_0040,SPEAKER_00,25,10,200,5.882,6.728,2.748,7.0,-0.1146,33.85,10.008,43.858,15,650.0,667.193,275.561,6.477,7.5,5.908,4.56,4.537,4.726,2.96,81.518
VAL_H1A_2021_0040,SPEAKER_01,140,11,1894,5.669,5.811,2.343,11.0,0.0002,330.145,121.416,451.561,129,760.0,941.209,624.101,6.633,6.81,5.737,4.194,4.989,4.935,1.621,88.007
VAL_H1A_2021_0040,UNKNOWN,1,1,2,19.98,19.98,0.0,2.0,,0.1,0.0,0.1,0,,,,,0.0,19.98,19.98,,,,
VAL_H1A_2021_0044,SPEAKER_00,189,12,2108,6.431,6.352,2.377,8.0,-0.0114,338.498,146.93,485.428,177,632.0,830.114,665.326,6.449,8.4,6.228,4.343,4.12,4.685,3.112,80.849
VAL_H1A_2021_0044,SPEAKER_01,13,11,181,5.412,5.234,1.458,12.0,0.6703,33.526,2.082,35.608,2,1041.0,1041.0,511.0,6.948,1.1,5.399,5.083,7.323,6.506,2.877,82.687
VAL_H1B_2003_00589,SPEAKER_00,124,19,1409,5.735,6.02,2.008,9.0,-0.0474,235.255,83.035,318.29,105,690.0,790.81,385.048,6.537,7.45,5.989,4.427,4.713,4.724,1.427,82.167
VAL_H1B_2003_00589,SPEAKER_01,27,19,261,7.143,7.137,1.873,10.0,-0.1172,38.408,7.656,46.064,8,630.0,957.0,813.773,6.446,3.07,6.795,5.666,5.704,5.605,2.322,82.167
VAL_H1B_2019_00183,SPEAKER_00,102,12,1462,5.736,5.695,1.67,12.0,-0.033,248.736,57.39,306.126,90,560.0,637.667,310.614,6.328,6.16,5.878,4.776,3.95,4.063,1.345,83.082
VAL_H1B_2019_00183,SPEAKER_01,25,12,355,6.358,6.664,1.957,12.0,0.1346,58.093,10.005,68.098,13,791.0,769.615,384.752,6.673,3.66,6.111,5.213,4.511,4.011,1.691,89.438
VAL_H1B_2020_00114,SPEAKER_00,163,14,1430,5.634,5.662,2.425,8.0,-0.0046,256.921,133.161,390.082,149,650.0,893.698,632.137,6.477,10.42,5.566,3.666,3.564,4.097,1.919,77.871
VAL_H1B_2020_00114,SPEAKER_01,32,13,359,5.254,4.833,1.445,10.0,-0.0126,72.886,9.114,82.0,19,440.0,479.684,151.733,6.087,5.29,4.926,4.378,4.572,4.621,1.199,91.411
VAL_H1B_2020_00128,SPEAKER_00,15,10,184,6.716,6.536,0.987,12.0,0.3214,29.074,2.708,31.782,5,501.0,541.6,248.413,6.217,2.72,6.329,5.789,7.149,7.12,2.693,91.906
VAL_H1B_2020_00128,SPEAKER_01,121,10,1863,5.425,5.438,1.362,13.0,-0.0289,344.02,81.82,425.84,111,530.0,737.117,722.35,6.273,5.96,5.415,4.375,3.946,4.355,1.655,81.855
VAL_H1B_2021_004,SPEAKER_00,117,14,1557,5.96,6.009,2.286,11.0,0.0102,267.265,98.602,365.867,103,760.0,957.301,690.786,6.633,6.62,5.826,4.256,4.083,4.448,1.702,77.18
VAL_H1B_2021_004,SPEAKER_01,22,14,190,6.202,6.082,2.634,9.0,-0.1118,34.871,6.743,41.614,8,780.0,842.875,337.683,6.659,4.21,5.449,4.566,,,,
VAL_H1B_2022_00101,SPEAKER_00,13,7,134,6.593,8.472,5.288,7.0,0.0769,20.635,6.325,26.96,6,506.0,1054.167,1070.723,6.227,4.48,6.494,4.97,2.834,2.834,0.0,95.38
VAL_H1B_2022_00101,SPEAKER_01,63,8,853,6.349,6.091,2.389,10.0,-0.0057,142.125,39.061,181.186,55,580.0,710.2,715.332,6.363,6.45,6.002,4.708,4.748,4.987,2.204,83.374
VAL_H1B_2022_0099,SPEAKER_00,170,59,1348,5.932,5.918,2.252,6.0,-0.0161,236.231,116.037,352.268,111,840.0,1045.378,682.207,6.733,8.23,5.706,3.827,2.674,3.105,1.65,83.148
VAL_H1B_2022_0099,SPEAKER_01,108,60,983,6.588,6.537,2.416,8.0,-0.0294,162.59,47.709,210.299,48,715.0,993.938,1153.829,6.572,4.88,6.046,4.674,3.599,4.175,1.995,88.807
VAL_H1B_2026_00630,SPEAKER_00,46,20,474,5.991,6.468,2.441,8.0,0.0461,74.07,24.021,98.091,26,747.5,923.885,700.302,6.617,5.49,6.399,4.832,2.766,3.925,2.925,90.003
VAL_H1B_2026_00630,SPEAKER_01,165,20,2212,6.683,6.732,2.054,10.0,0.004,324.991,102.151,427.142,145,625.0,704.49,349.12,6.438,6.56,6.806,5.179,5.164,5.409,2.853,83.9
VAL_H1B_2026_00630,UNKNOWN,1,1,1,2.273,2.273,0.0,1.0,,0.44,0.0,0.44,0,,,,,0.0,2.273,2.273,,,,
VAL_H1B_2026_00631,SPEAKER_00,2,2,80,6.065,6.065,0.15,40.0,,13.256,0.0,13.256,0,,,,,0.0,6.035,6.035,3.759,3.759,0.0,88.288
VAL_H1B_2026_00631,SPEAKER_01,127,3,2182,6.502,6.283,2.024,14.0,0.0279,344.74,97.343,442.083,124,775.0,785.024,416.666,6.653,5.68,6.329,4.936,3.711,3.74,1.502,79.066
VAL_H1B_2026_00634,SPEAKER_00,19,3,318,4.938,5.2,1.363,14.0,0.5,67.05,14.124,81.174,16,855.5,882.75,419.133,6.752,5.03,4.743,3.918,3.792,3.797,1.384,90.875
VAL_H1B_2026_00634,SPEAKER_01,173,3,1804,6.667,6.601,2.607,9.0,-0.0045,287.586,164.617,452.203,170,640.0,968.336,1627.395,6.461,9.42,6.273,3.989,2.843,3.324,1.823,80.054
VAL_H1M_2019_00181,SPEAKER_00,12,6,184,5.473,5.616,1.994,14.0,1.1329,35.984,3.854,39.838,6,500.0,642.333,321.35,6.215,3.26,5.113,4.619,2.681,2.652,0.604,91.572
VAL_H1M_2019_00181,SPEAKER_01,149,7,1731,5.078,5.219,2.464,10.0,-0.0075,338.784,103.257,442.041,142,595.0,727.163,470.342,6.389,8.2,5.109,3.916,2.764,3.326,1.814,79.372
VAL_H1M_2019_00181,UNKNOWN,1,1,6,7.5,7.5,0.0,6.0,,0.8,0.0,0.8,0,,,,,0.0,7.5,7.5,,,,
VAL_H1M_2020_00155,SPEAKER_00,44,26,398,7.021,7.039,2.121,7.0,-0.0988,59.623,18.261,77.884,18,620.0,1014.5,750.555,6.43,4.52,6.675,5.11,4.644,4.75,1.212,93.248
VAL_H1M_2020_00155,SPEAKER_01,146,27,1508,6.714,6.862,2.526,8.5,-0.0331,228.147,91.404,319.551,119,670.0,768.101,480.007,6.507,7.89,6.61,4.719,2.932,3.266,1.384,79.374
VAL_H1M_2020_00165,SPEAKER_00,201,41,2311,6.539,6.608,2.494,9.0,0.0,353.555,138.26,491.815,160,680.0,864.125,657.419,6.522,6.92,6.536,4.699,4.514,5.161,2.521,85.039
VAL_H1M_2020_00165,SPEAKER_01,73,40,451,7.806,7.712,2.654,4.0,-0.0018,59.383,37.675,97.058,33,771.0,1141.667,893.838,6.648,7.32,7.595,4.647,3.365,5.396,3.63,94.584
VAL_H1M_2021_0027,SPEAKER_00,43,13,581,6.693,6.84,1.984,12.0,0.0263,88.003,20.321,108.324,30,605.5,677.367,389.839,6.406,5.16,6.602,5.364,5.131,5.441,2.269,83.787
VAL_H1M_2021_0027,SPEAKER_01,195,14,2428,6.487,6.584,2.237,9.0,-0.0166,371.317,135.365,506.682,181,600.0,747.872,533.377,6.397,7.45,6.539,4.792,5.501,5.865,3.266,81.728
